VARIABLES = "X" "Y" "Z" "vertA_x" "vertA_y" "vertA_z" "vertB_x" "vertB_y" "vertB_z" "vertC_x" "vertC_y" "vertC_z" "vertD_x" "vertD_y" "vertD_z" "vertE_x" "vertE_y" "vertE_z" "vertF_x" "vertF_y" "vertF_z" "vertG_x" "vertG_y" "vertG_z" "vertH_x" "vertH_y" "vertH_z"
ZONE I=49, J=1, K=49, DATAPACKING=POINT 	 
 1.02e-02	 0.00e+00	 1.02e-02	 0.00e+00	-2.50e-02	 0.00e+00	 0.00e+00	-2.50e-02	 2.04e-02	 0.00e+00	 2.50e-02	 0.00e+00	 0.00e+00	 2.50e-02	 2.04e-02	 2.04e-02	-2.50e-02	 0.00e+00	 2.04e-02	-2.50e-02	 2.04e-02	 2.04e-02	 2.50e-02	 0.00e+00	 2.04e-02	 2.50e-02	 2.04e-02	
 3.06e-02	 0.00e+00	 1.02e-02	 2.04e-02	-2.50e-02	 0.00e+00	 2.04e-02	-2.50e-02	 2.04e-02	 2.04e-02	 2.50e-02	 0.00e+00	 2.04e-02	 2.50e-02	 2.04e-02	 4.08e-02	-2.50e-02	 0.00e+00	 4.08e-02	-2.50e-02	 2.04e-02	 4.08e-02	 2.50e-02	 0.00e+00	 4.08e-02	 2.50e-02	 2.04e-02	
 5.10e-02	 0.00e+00	 1.02e-02	 4.08e-02	-2.50e-02	 0.00e+00	 4.08e-02	-2.50e-02	 2.04e-02	 4.08e-02	 2.50e-02	 0.00e+00	 4.08e-02	 2.50e-02	 2.04e-02	 6.12e-02	-2.50e-02	 0.00e+00	 6.12e-02	-2.50e-02	 2.04e-02	 6.12e-02	 2.50e-02	 0.00e+00	 6.12e-02	 2.50e-02	 2.04e-02	
 7.14e-02	 0.00e+00	 1.02e-02	 6.12e-02	-2.50e-02	 0.00e+00	 6.12e-02	-2.50e-02	 2.04e-02	 6.12e-02	 2.50e-02	 0.00e+00	 6.12e-02	 2.50e-02	 2.04e-02	 8.16e-02	-2.50e-02	 0.00e+00	 8.16e-02	-2.50e-02	 2.04e-02	 8.16e-02	 2.50e-02	 0.00e+00	 8.16e-02	 2.50e-02	 2.04e-02	
 9.18e-02	 0.00e+00	 1.02e-02	 8.16e-02	-2.50e-02	 0.00e+00	 8.16e-02	-2.50e-02	 2.04e-02	 8.16e-02	 2.50e-02	 0.00e+00	 8.16e-02	 2.50e-02	 2.04e-02	 1.02e-01	-2.50e-02	 0.00e+00	 1.02e-01	-2.50e-02	 2.04e-02	 1.02e-01	 2.50e-02	 0.00e+00	 1.02e-01	 2.50e-02	 2.04e-02	
 1.12e-01	 0.00e+00	 1.02e-02	 1.02e-01	-2.50e-02	 0.00e+00	 1.02e-01	-2.50e-02	 2.04e-02	 1.02e-01	 2.50e-02	 0.00e+00	 1.02e-01	 2.50e-02	 2.04e-02	 1.22e-01	-2.50e-02	 0.00e+00	 1.22e-01	-2.50e-02	 2.04e-02	 1.22e-01	 2.50e-02	 0.00e+00	 1.22e-01	 2.50e-02	 2.04e-02	
 1.33e-01	 0.00e+00	 1.02e-02	 1.22e-01	-2.50e-02	 0.00e+00	 1.22e-01	-2.50e-02	 2.04e-02	 1.22e-01	 2.50e-02	 0.00e+00	 1.22e-01	 2.50e-02	 2.04e-02	 1.43e-01	-2.50e-02	 0.00e+00	 1.43e-01	-2.50e-02	 2.04e-02	 1.43e-01	 2.50e-02	 0.00e+00	 1.43e-01	 2.50e-02	 2.04e-02	
 1.53e-01	 0.00e+00	 1.02e-02	 1.43e-01	-2.50e-02	 0.00e+00	 1.43e-01	-2.50e-02	 2.04e-02	 1.43e-01	 2.50e-02	 0.00e+00	 1.43e-01	 2.50e-02	 2.04e-02	 1.63e-01	-2.50e-02	 0.00e+00	 1.63e-01	-2.50e-02	 2.04e-02	 1.63e-01	 2.50e-02	 0.00e+00	 1.63e-01	 2.50e-02	 2.04e-02	
 1.73e-01	 0.00e+00	 1.02e-02	 1.63e-01	-2.50e-02	 0.00e+00	 1.63e-01	-2.50e-02	 2.04e-02	 1.63e-01	 2.50e-02	 0.00e+00	 1.63e-01	 2.50e-02	 2.04e-02	 1.84e-01	-2.50e-02	 0.00e+00	 1.84e-01	-2.50e-02	 2.04e-02	 1.84e-01	 2.50e-02	 0.00e+00	 1.84e-01	 2.50e-02	 2.04e-02	
 1.94e-01	 0.00e+00	 1.02e-02	 1.84e-01	-2.50e-02	 0.00e+00	 1.84e-01	-2.50e-02	 2.04e-02	 1.84e-01	 2.50e-02	 0.00e+00	 1.84e-01	 2.50e-02	 2.04e-02	 2.04e-01	-2.50e-02	 0.00e+00	 2.04e-01	-2.50e-02	 2.04e-02	 2.04e-01	 2.50e-02	 0.00e+00	 2.04e-01	 2.50e-02	 2.04e-02	
 2.14e-01	 0.00e+00	 1.02e-02	 2.04e-01	-2.50e-02	 0.00e+00	 2.04e-01	-2.50e-02	 2.04e-02	 2.04e-01	 2.50e-02	 0.00e+00	 2.04e-01	 2.50e-02	 2.04e-02	 2.24e-01	-2.50e-02	 0.00e+00	 2.24e-01	-2.50e-02	 2.04e-02	 2.24e-01	 2.50e-02	 0.00e+00	 2.24e-01	 2.50e-02	 2.04e-02	
 2.35e-01	 0.00e+00	 1.02e-02	 2.24e-01	-2.50e-02	 0.00e+00	 2.24e-01	-2.50e-02	 2.04e-02	 2.24e-01	 2.50e-02	 0.00e+00	 2.24e-01	 2.50e-02	 2.04e-02	 2.45e-01	-2.50e-02	 0.00e+00	 2.45e-01	-2.50e-02	 2.04e-02	 2.45e-01	 2.50e-02	 0.00e+00	 2.45e-01	 2.50e-02	 2.04e-02	
 2.55e-01	 0.00e+00	 1.02e-02	 2.45e-01	-2.50e-02	 0.00e+00	 2.45e-01	-2.50e-02	 2.04e-02	 2.45e-01	 2.50e-02	 0.00e+00	 2.45e-01	 2.50e-02	 2.04e-02	 2.65e-01	-2.50e-02	 0.00e+00	 2.65e-01	-2.50e-02	 2.04e-02	 2.65e-01	 2.50e-02	 0.00e+00	 2.65e-01	 2.50e-02	 2.04e-02	
 2.76e-01	 0.00e+00	 1.02e-02	 2.65e-01	-2.50e-02	 0.00e+00	 2.65e-01	-2.50e-02	 2.04e-02	 2.65e-01	 2.50e-02	 0.00e+00	 2.65e-01	 2.50e-02	 2.04e-02	 2.86e-01	-2.50e-02	 0.00e+00	 2.86e-01	-2.50e-02	 2.04e-02	 2.86e-01	 2.50e-02	 0.00e+00	 2.86e-01	 2.50e-02	 2.04e-02	
 2.96e-01	 0.00e+00	 1.02e-02	 2.86e-01	-2.50e-02	 0.00e+00	 2.86e-01	-2.50e-02	 2.04e-02	 2.86e-01	 2.50e-02	 0.00e+00	 2.86e-01	 2.50e-02	 2.04e-02	 3.06e-01	-2.50e-02	 0.00e+00	 3.06e-01	-2.50e-02	 2.04e-02	 3.06e-01	 2.50e-02	 0.00e+00	 3.06e-01	 2.50e-02	 2.04e-02	
