VARIABLES = "X" "Y" "Z" "faceAEFB" "faceEGHF" "faceGCDH" "faceCABD" "faceFHDB" "faceACGE"
ZONE I=49, J=1, K=49, DATAPACKING=POINT 	 
 1.02e-02	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 0.00e+00	 5.00e-01	 0.00e+00	
 3.06e-02	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 5.10e-02	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 7.14e-02	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 9.18e-02	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 1.12e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 1.33e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 1.53e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 1.73e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 1.94e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 2.14e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 2.35e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 2.55e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 2.76e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 2.96e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 3.16e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 3.37e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 3.57e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 3.78e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 3.98e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 4.18e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 4.39e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 4.59e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
 4.80e-01	 0.00e+00	 1.02e-02	 0.00e+00	 5.00e-01	 0.00e+00	 5.00e-01	 5.00e-01	 0.00e+00	
